"X","B","Y"
7,12.5,9.25
3,9.5,9.75
26,19,12.5
4,15,15.5
27,25.5,27.75
17,14.5,14.25
17,23.5,23.75
15,10.5,9.25
14,11,10.5
12,19,23.5
15,17.5,18.75
12,19,21.5
17,17.5,10.75
12,11,12.5
6,19,17.5
15,19.5,23.75
17,11.5,6.75
16,10,13
22,26,19
27,28.5,19.25
26,15,21.5
7,13.5,10.75
8,19,16.5
10,8,17
21,12.5,12.25
21,16.5,17.25
19,18.5,18.25
16,24,19
25,15.5,17.75
5,13.5,12.75
12,22,13
4,10,17
18,15,11.5
11,13.5,15.75
8,10,14
9,16.5,22.25
18,16,9
28,19,13.5
12,19,18.5
14,23,16.5
17,21.5,16.75
4,16,19
16,19,11.5
20,22,17
17,18.5,21.25
20,16,23
26,17,13.5
3,13.5,18.75
8,18,12
21,21.5,12.75
21,20.5,15.25
17,16.5,17.25
20,21,12.5
13,18.5,13.25
16,21,23.5
3,11.5,10.75
10,14,19
6,9,12.5
10,13,16.5
5,7.5,17.75
18,15,21.5
14,14,12
29,26.5,26.25
23,26.5,26.25
17,24.5,21.25
16,22,16
8,20,22
25,20.5,23.25
14,12,11
17,20.5,15.25
15,19.5,18.75
19,25.5,13.75
26,18,15
13,13.5,7.75
11,11.5,16.75
25,26.5,27.25
19,25.5,21.75
19,25.5,27.75
9,13.5,7.75
27,24.5,24.25
16,14,20
11,16.5,23.25
15,22.5,13.25
8,20,11
7,8.5,6.25
25,21.5,18.75
24,21,23.5
16,16,10
25,20.5,11.25
17,21.5,21.75
19,23.5,21.75
26,24,23
8,6,10
8,11,16.5
17,20.5,14.25
19,14.5,12.25
7,18.5,10.25
16,12,14
25,20.5,14.25
15,10.5,18.25
22,13,10.5
20,25,20.5
12,8,13
17,21.5,24.75
21,22.5,25.25
25,16.5,22.25
30,18,10
26,21,12.5
19,21.5,14.75
8,8,17
13,19.5,23.75
17,14.5,9.25
14,17,18.5
15,15.5,17.75
15,19.5,18.75
13,22.5,24.25
22,24,14
13,10.5,20.25
17,11.5,10.75
14,10,18
15,17.5,18.75
16,12,13
20,16,23
13,16.5,23.25
27,20.5,21.25
22,13,9.5
18,24,24
8,9,14.5
11,17.5,13.75
12,11,7.5
14,16,22
16,24,26
17,22.5,21.25
13,11.5,15.75
15,19.5,13.75
21,18.5,17.25
10,15,18.5
17,24.5,14.25
25,26.5,21.25
27,19.5,22.75
13,15.5,21.75
20,25,14.5
21,22.5,12.25
3,9.5,13.75
20,13,9.5
20,18,10
22,15,21.5
15,11.5,11.75
5,14.5,10.25
22,16,22
15,9.5,19.75
13,8.5,6.25
11,17.5,20.75
16,20,12
12,8,5
15,18.5,15.25
12,13,12.5
24,20,12
22,13,9.5
21,23.5,23.75
24,19,18.5
18,16,9
9,11.5,10.75
21,16.5,18.25
22,27,27.5
20,25,24.5
23,27.5,18.75
18,23,18.5
6,8,11
17,18.5,18.25
28,27,18.5
14,12,14
10,9,9.5
15,16.5,21.25
15,23.5,17.75
20,17,15.5
9,12.5,16.25
15,21.5,12.75
18,12,20
9,9.5,6.75
18,20,19
23,15.5,15.75
18,21,20.5
18,22,20
23,13.5,7.75
15,10.5,17.25
16,14,21
16,23,14.5
20,25,15.5
26,25,22.5
16,10,17
29,29.5,16.75
18,12,7
16,18,22
19,17.5,21.75
18,21,24.5
16,11,7.5
15,12.5,7.25
23,23.5,23.75
15,21.5,19.75
12,8,12
22,19,21.5
9,19.5,20.75
14,21,21.5
15,21.5,22.75
15,11.5,7.75
24,15,15.5
22,13,18.5
7,7.5,18.75
18,14,17
15,9.5,17.75
11,18.5,12.25
23,13.5,19.75
25,25.5,14.75
21,17.5,18.75
13,22.5,22.25
10,14,11
22,24,13
17,23.5,18.75
22,23,21.5
28,27,16.5
11,21.5,18.75
21,16.5,20.25
27,18.5,17.25
28,29,23.5
5,8.5,13.25
17,14.5,19.25
17,11.5,17.75
27,25.5,27.75
10,19,22.5
27,20.5,19.25
26,16,14
22,20,14
19,17.5,16.75
16,19,19.5
11,11.5,10.75
20,26,16
16,22,14
17,15.5,9.75
16,21,12.5
16,19,20.5
13,19.5,24.75
15,13.5,18.75
28,19,17.5
22,15,9.5
18,11,7.5
10,10,9
21,17.5,12.75
12,21,12.5
12,9,17.5
7,19.5,12.75
14,22,26
18,13,12.5
13,12.5,13.25
26,29,26.5
14,22,12
21,25.5,22.75
26,21,20.5
14,22,24
11,19.5,11.75
19,23.5,14.75
8,19,20.5
19,22.5,25.25
3,15.5,12.75
8,19,13.5
17,10.5,17.25
17,18.5,15.25
15,16.5,21.25
18,18,24
22,14,14
17,23.5,16.75
11,17.5,9.75
13,18.5,15.25
15,9.5,12.75
12,18,14
19,15.5,19.75
17,24.5,13.25
6,15,16.5
9,8.5,7.25
26,25,22.5
20,19,19.5
27,24.5,13.25
12,10,17
22,26,25
12,14,14
16,23,12.5
27,26.5,24.25
23,13.5,14.75
24,27,21.5
25,20.5,13.25
25,21.5,23.75
16,17,17.5
16,12,17
17,13.5,18.75
24,22,12
23,26.5,27.25
19,12.5,19.25
16,18,12
16,20,18
18,21,12.5
10,9,14.5
6,16,19
3,17.5,23.75
15,13.5,8.75
19,18.5,21.25
11,9.5,17.75
23,22.5,22.25
23,15.5,12.75
15,11.5,7.75
23,14.5,16.25
16,22,14
26,18,14
17,22.5,14.25
16,18,21
5,10.5,16.25
18,16,17
22,25,15.5
9,7.5,17.75
18,24,14
8,17,21.5
21,12.5,9.25
26,21,22.5
18,14,20
20,25,19.5
26,20,16
17,10.5,12.25
24,22,22
17,22.5,15.25
19,16.5,13.25
19,17.5,9.75
20,14,10
16,19,11.5
10,10,20
17,22.5,20.25
14,9,16.5
16,21,13.5
10,15,18.5
8,18,18
16,22,14
12,10,6
15,17.5,9.75
11,16.5,21.25
24,14,16
23,15.5,21.75
15,19.5,24.75
21,21.5,22.75
14,10,7
12,21,11.5
17,12.5,18.25
13,14.5,8.25
29,22.5,22.25
19,16.5,10.25
10,9,12.5
23,16.5,13.25
28,28,19
15,10.5,14.25
20,23,12.5
20,20,19
24,27,15.5
19,11.5,9.75
20,15,14.5
13,14.5,21.25
25,15.5,15.75
23,19.5,13.75
6,17,21.5
13,15.5,20.75
19,25.5,13.75
26,29,27.5
24,24,22
12,18,14
13,22.5,12.25
23,24.5,15.25
15,23.5,19.75
12,8,13
8,16,16
17,19.5,22.75
14,21,15.5
22,22,25
10,19,20.5
17,19.5,24.75
23,17.5,21.75
15,14.5,16.25
17,10.5,15.25
24,27,18.5
6,9,11.5
14,10,18
14,23,25.5
18,12,14
17,17.5,10.75
14,14,20
14,16,14
8,9,17.5
16,15,12.5
16,14,20
15,23.5,21.75
23,18.5,15.25
16,10,6
19,11.5,12.75
14,14,13
15,18.5,17.25
21,24.5,16.25
17,23.5,16.75
7,5.5,4.75
12,9,13.5
19,24.5,19.25
15,17.5,10.75
19,13.5,8.75
15,15.5,12.75
4,15,16.5
18,22,19
3,12.5,7.25
29,16.5,12.25
13,17.5,20.75
16,23,22.5
11,17.5,17.75
22,15,9.5
24,14,12
18,25,15.5
17,21.5,12.75
13,13.5,11.75
14,20,14
22,27,19.5
15,20.5,20.25
16,17,12.5
21,15.5,18.75
16,18,13
22,27,23.5
7,9.5,9.75
21,22.5,14.25
15,16.5,23.25
26,25,19.5
13,13.5,15.75
14,21,11.5
19,24.5,18.25
21,23.5,18.75
16,17,19.5
21,23.5,21.75
16,13,10.5
15,15.5,20.75
24,17,9.5
15,23.5,24.75
13,22.5,19.25
7,5.5,16.75
12,12,10
8,15,10.5
27,26.5,15.25
19,23.5,23.75
11,13.5,16.75
12,9,14.5
24,15,12.5
19,25.5,25.75
18,20,21
5,11.5,12.75
26,26,27
6,14,15
16,24,15
26,16,23
9,19.5,22.75
21,24.5,21.25
21,25.5,25.75
17,16.5,16.25
26,21,17.5
28,23,16.5
13,21.5,17.75
9,9.5,5.75
21,17.5,19.75
3,11.5,18.75
16,23,16.5
24,14,9
27,20.5,16.25
29,20.5,13.25
19,11.5,7.75
28,16,16
23,26.5,22.25
16,20,15
17,17.5,17.75
5,14.5,11.25
16,15,9.5
18,21,12.5
19,19.5,15.75
13,12.5,20.25
27,22.5,17.25
22,17,14.5
24,21,19.5
23,20.5,18.25
13,9.5,11.75
13,19.5,12.75
14,16,23
22,15,11.5
6,11,18.5
17,12.5,10.25
15,14.5,17.25
11,21.5,21.75
12,21,19.5
19,16.5,19.25
22,20,11
7,17.5,13.75
9,19.5,24.75
10,16,18
19,14.5,17.25
24,19,23.5
10,17,18.5
11,21.5,15.75
17,23.5,23.75
21,23.5,12.75
16,19,24.5
27,17.5,13.75
16,14,10
15,22.5,20.25
27,23.5,24.75
10,17,10.5
19,11.5,14.75
16,13,12.5
13,16.5,18.25
20,18,17
17,18.5,17.25
15,20.5,14.25
13,21.5,23.75
7,12.5,17.25
21,24.5,17.25
23,17.5,9.75
22,27,25.5
21,23.5,13.75
17,13.5,7.75
5,16.5,12.25
6,10,18
25,14.5,17.25
12,9,6.5
16,19,10.5
15,23.5,19.75
22,16,9
14,14,9
15,17.5,16.75
27,16.5,15.25
19,21.5,20.75
17,14.5,13.25
17,19.5,13.75
16,11,6.5
18,25,21.5
19,18.5,23.25
5,8.5,9.25
11,10.5,6.25
15,12.5,10.25
3,16.5,18.25
15,10.5,13.25
5,8.5,7.25
11,9.5,16.75
12,9,18.5
11,10.5,11.25
13,14.5,21.25
17,22.5,13.25
14,21,12.5
18,13,15.5
7,10.5,6.25
14,18,20
13,17.5,18.75
15,16.5,12.25
19,16.5,20.25
17,10.5,20.25
21,24.5,24.25
19,22.5,20.25
11,19.5,17.75
22,18,22
17,19.5,16.75
14,23,13.5
9,9.5,7.75
13,9.5,16.75
15,14.5,12.25
9,11.5,9.75
25,16.5,9.25
25,24.5,16.25
28,27,22.5
24,20,25
17,14.5,22.25
5,13.5,14.75
26,17,16.5
22,24,19
10,12,15
12,12,18
26,15,22.5
6,16,20
12,19,13.5
17,10.5,9.25
15,23.5,12.75
20,20,19
16,19,19.5
12,17,12.5
19,23.5,13.75
11,7.5,6.75
13,19.5,22.75
18,15,19.5
25,21.5,22.75
24,25,16.5
23,25.5,18.75
15,18.5,13.25
11,12.5,21.25
5,12.5,10.25
15,23.5,22.75
8,15,14.5
27,27.5,21.75
7,18.5,16.25
13,14.5,21.25
16,12,19
14,21,13.5
18,11,14.5
15,18.5,19.25
19,12.5,13.25
10,15,21.5
20,15,11.5
11,17.5,11.75
22,22,21
22,20,19
23,25.5,20.75
20,15,21.5
11,19.5,11.75
17,11.5,12.75
9,12.5,21.25
7,7.5,7.75
22,26,25
19,22.5,26.25
12,17,20.5
6,17,16.5
29,27.5,22.75
25,18.5,15.25
15,20.5,15.25
19,21.5,11.75
10,20,17
13,11.5,6.75
15,19.5,19.75
18,23,20.5
26,27,14.5
22,23,21.5
22,17,14.5
24,28,27
10,19,15.5
11,18.5,21.25
8,15,12.5
12,20,20
16,22,18
6,12,16
11,15.5,16.75
9,9.5,10.75
10,12,18
5,4.5,4.25
11,14.5,22.25
14,17,17.5
19,16.5,22.25
13,11.5,18.75
16,24,27
16,16,14
15,22.5,19.25
15,11.5,9.75
21,24.5,26.25
4,10,20
20,18,16
17,24.5,27.25
6,18,24
14,12,11
11,16.5,19.25
8,8,16
20,18,20
29,27.5,19.75
21,24.5,25.25
16,18,13
10,21,19.5
26,15,15.5
12,11,8.5
9,18.5,24.25
12,12,8
13,16.5,21.25
12,12,15
23,15.5,8.75
13,20.5,14.25
7,19.5,17.75
25,17.5,11.75
18,17,16.5
17,22.5,22.25
21,19.5,18.75
19,23.5,26.75
21,25.5,16.75
22,22,20
9,13.5,20.75
24,27,20.5
10,14,17
19,11.5,15.75
3,3.5,3.75
17,13.5,12.75
13,21.5,18.75
25,14.5,12.25
20,18,11
14,17,16.5
29,27.5,19.75
17,22.5,24.25
19,23.5,22.75
20,24,27
19,16.5,12.25
11,19.5,20.75
16,10,20
16,20,18
20,26,16
15,23.5,26.75
20,21,11.5
13,14.5,21.25
15,10.5,15.25
7,15.5,16.75
14,10,11
11,20.5,14.25
14,13,12.5
5,13.5,9.75
12,11,6.5
8,10,12
16,15,8.5
20,23,12.5
16,16,21
11,8.5,14.25
20,14,12
14,11,18.5
25,16.5,21.25
12,11,8.5
7,19.5,19.75
20,23,12.5
17,14.5,18.25
22,19,19.5
16,23,24.5
14,16,17
19,17.5,14.75
5,15.5,19.75
20,26,19
21,18.5,11.25
21,24.5,13.25
20,23,24.5
5,16.5,17.25
25,19.5,17.75
10,13,10.5
18,16,14
13,15.5,18.75
15,11.5,8.75
7,17.5,20.75
14,16,22
13,20.5,11.25
17,20.5,16.25
7,10.5,14.25
16,24,19
17,16.5,14.25
15,16.5,23.25
15,16.5,14.25
17,24.5,22.25
19,18.5,15.25
28,27,17.5
27,21.5,18.75
18,21,24.5
19,24.5,23.25
11,11.5,20.75
23,27.5,28.75
20,14,20
18,22,13
6,17,23.5
2,11,12.5
9,18.5,22.25
8,20,15
14,12,16
5,13.5,11.75
23,21.5,20.75
9,15.5,17.75
18,24,18
12,15,14.5
23,20.5,13.25
7,18.5,16.25
19,25.5,17.75
14,16,19
11,7.5,16.75
8,19,11.5
9,14.5,14.25
20,23,26.5
13,20.5,15.25
9,13.5,20.75
10,18,11
17,23.5,22.75
17,19.5,22.75
29,18.5,11.25
14,16,14
26,19,21.5
25,20.5,15.25
8,17,21.5
14,22,12
14,12,14
10,19,14.5
3,11.5,13.75
23,22.5,24.25
22,17,10.5
3,16.5,15.25
22,17,9.5
29,18.5,19.25
20,13,9.5
23,19.5,20.75
2,12,16
19,25.5,22.75
8,10,14
15,17.5,23.75
17,10.5,12.25
7,12.5,8.25
22,24,22
15,20.5,22.25
21,20.5,11.25
26,22,19
12,15,9.5
15,10.5,11.25
18,17,19.5
10,14,9
23,14.5,9.25
18,13,10.5
28,21,21.5
9,10.5,6.25
17,11.5,9.75
27,27.5,26.75
12,18,14
22,25,22.5
16,23,21.5
11,13.5,15.75
14,19,13.5
29,23.5,17.75
14,17,17.5
18,14,8
12,16,19
21,26.5,19.25
9,19.5,20.75
17,14.5,13.25
7,6.5,12.25
24,19,22.5
15,19.5,10.75
15,13.5,11.75
16,13,21.5
18,21,18.5
12,8,19
16,21,21.5
17,10.5,19.25
12,18,20
15,21.5,18.75
29,22.5,15.25
8,13,19.5
15,10.5,19.25
4,17,10.5
14,22,22
16,22,21
16,12,21
18,22,12
12,14,9
13,20.5,23.25
21,22.5,20.25
23,25.5,17.75
20,12,16
10,10,15
24,26,28
21,26.5,15.25
20,15,21.5
12,19,22.5
21,24.5,24.25
19,15.5,20.75
20,22,13
9,10.5,18.25
17,17.5,17.75
11,9.5,5.75
28,21,18.5
18,16,18
15,14.5,17.25
16,15,16.5
12,22,21
18,15,10.5
4,8,12
20,15,21.5
8,13,15.5
16,17,23.5
20,14,12
9,13.5,18.75
3,4.5,6.25
12,9,10.5
22,14,18
15,21.5,22.75
9,14.5,10.25
23,19.5,18.75
25,21.5,23.75
25,28.5,29.25
29,18.5,11.25
16,21,24.5
13,8.5,18.25
30,23,18.5
3,8.5,5.25
16,20,21
18,23,12.5
15,23.5,22.75
18,23,21.5
20,18,15
11,14.5,9.25
15,22.5,26.25
25,16.5,17.25
16,12,7
16,15,14.5
19,14.5,17.25
24,20,24
14,16,16
12,16,22
13,17.5,19.75
21,20.5,20.25
26,18,14
20,25,23.5
26,21,15.5
13,9.5,18.75
20,14,17
20,24,27
5,4.5,12.25
19,22.5,18.25
22,23,23.5
25,25.5,18.75
8,20,11
13,21.5,24.75
17,22.5,21.25
12,19,24.5
17,11.5,13.75
16,13,12.5
27,18.5,24.25
12,12,21
13,15.5,15.75
20,20,21
19,14.5,10.25
20,26,21
8,12,13
13,13.5,11.75
15,22.5,23.25
23,23.5,13.75
12,13,18.5
14,9,8.5
11,16.5,9.25
17,15.5,21.75
8,18,12
10,9,15.5
14,21,15.5
6,6,18
12,22,14
20,19,23.5
10,8,17
4,8,14
6,16,20
3,8.5,9.25
6,8,12
16,14,21
15,9.5,18.75
23,13.5,7.75
14,11,15.5
23,19.5,20.75
11,12.5,20.25
15,9.5,19.75
25,25.5,26.75
14,20,19
13,11.5,11.75
17,18.5,11.25
15,16.5,22.25
17,22.5,19.25
10,7,11.5
9,19.5,16.75
20,15,16.5
18,14,9
18,22,12
24,27,15.5
29,17.5,16.75
26,17,20.5
16,12,10
10,21,25.5
8,9,9.5
6,19,12.5
14,21,18.5
18,24,18
20,14,15
15,21.5,21.75
9,13.5,17.75
19,25.5,18.75
10,7,18.5
24,22,18
12,20,17
17,12.5,11.25
10,10,6
13,9.5,5.75
16,17,23.5
5,5.5,8.75
22,18,12
4,18,10
13,21.5,18.75
16,22,23
20,20,20
26,29,18.5
14,13,14.5
22,26,14
4,12,12
11,20.5,19.25
30,25,18.5
25,19.5,13.75
11,15.5,21.75
17,11.5,15.75
27,17.5,22.75
5,15.5,15.75
10,20,21
28,23,13.5
9,7.5,13.75
21,21.5,14.75
15,9.5,10.75
17,20.5,19.25
20,12,15
13,22.5,25.25
17,19.5,11.75
17,19.5,13.75
13,11.5,8.75
21,23.5,17.75
11,17.5,20.75
23,15.5,20.75
23,14.5,18.25
20,26,19
7,19.5,24.75
21,20.5,23.25
19,25.5,26.75
13,18.5,14.25
25,15.5,18.75
11,14.5,19.25
20,16,14
10,14,18
19,24.5,23.25
17,17.5,21.75
11,14.5,20.25
11,19.5,19.75
21,13.5,12.75
19,22.5,19.25
14,13,8.5
13,11.5,16.75
15,17.5,11.75
11,19.5,19.75
7,5.5,8.75
22,16,15
15,10.5,19.25
21,22.5,23.25
15,13.5,9.75
26,18,17
8,7,4.5
10,15,21.5
9,16.5,20.25
24,20,15
25,19.5,17.75
12,13,17.5
25,18.5,24.25
28,18,16
23,17.5,10.75
14,17,15.5
15,18.5,18.25
13,19.5,21.75
19,11.5,14.75
21,20.5,24.25
16,21,16.5
7,7.5,15.75
20,17,20.5
10,13,17.5
18,15,16.5
26,21,19.5
18,15,10.5
21,25.5,13.75
22,17,19.5
12,16,21
14,13,14.5
25,24.5,13.25
11,17.5,13.75
18,22,22
18,17,11.5
13,10.5,8.25
14,19,20.5
20,20,14
7,10.5,10.25
21,13.5,18.75
14,22,26
8,7,16.5
17,10.5,13.25
19,21.5,24.75
6,5,4.5
26,24,26
9,8.5,17.25
12,13,16.5
10,8,18
23,24.5,22.25
24,14,8
14,11,11.5
20,19,18.5
26,20,21
11,15.5,8.75
26,22,19
10,21,16.5
25,23.5,22.75
12,18,12
6,15,13.5
8,6,14
6,19,17.5
15,22.5,25.25
16,20,18
28,26,26
19,25.5,15.75
17,15.5,8.75
19,20.5,23.25
11,10.5,7.25
20,25,23.5
18,16,15
13,17.5,16.75
12,13,14.5
15,20.5,16.25
6,7,12.5
23,17.5,11.75
9,12.5,20.25
17,15.5,13.75
11,8.5,7.25
23,27.5,26.75
19,15.5,14.75
15,12.5,16.25
19,24.5,14.25
20,22,17
18,11,18.5
20,12,17
2,9,5.5
22,15,11.5
21,19.5,10.75
27,27.5,20.75
13,9.5,14.75
11,20.5,19.25
20,13,16.5
6,7,8.5
5,4.5,13.25
24,25,27.5
25,21.5,25.75
10,7,10.5
12,11,11.5
17,21.5,25.75
25,23.5,15.75
12,13,17.5
16,17,9.5
12,21,11.5
7,18.5,15.25
18,14,12
10,17,11.5
6,7,10.5
18,21,24.5
19,23.5,23.75
24,18,14
14,21,19.5
21,23.5,12.75
19,20.5,22.25
18,12,7
17,19.5,11.75
13,17.5,18.75
17,18.5,13.25
11,8.5,6.25
4,8,15
7,11.5,10.75
19,20.5,11.25
18,15,21.5
9,11.5,19.75
19,20.5,20.25
7,14.5,9.25
10,21,25.5
12,20,24
5,11.5,14.75
24,26,20
17,14.5,10.25
23,25.5,18.75
7,6.5,10.25
16,10,18
22,24,23
29,23.5,21.75
13,18.5,14.25
19,24.5,15.25
8,7,15.5
29,21.5,16.75
17,15.5,22.75
22,16,11
7,6.5,13.25
23,19.5,21.75
16,22,21
21,17.5,16.75
16,20,18
18,12,10
22,17,16.5
14,20,24
21,19.5,10.75
18,11,17.5
21,14.5,10.25
14,11,16.5
27,25.5,26.75
5,13.5,8.75
11,21.5,22.75
12,8,8
15,13.5,14.75
8,17,12.5
16,24,22
22,27,26.5
13,14.5,17.25
13,11.5,13.75
18,13,19.5
29,19.5,13.75
17,20.5,23.25
13,18.5,17.25
21,23.5,12.75
16,13,10.5
19,16.5,13.25
10,18,13
9,11.5,12.75
6,18,23
26,21,21.5
8,11,11.5
14,22,12
18,19,15.5
14,13,8.5
15,12.5,7.25
17,23.5,19.75
4,4,17
14,12,10
13,9.5,14.75
21,23.5,24.75
11,11.5,12.75
27,27.5,25.75
8,17,20.5
15,22.5,21.25
14,19,19.5
8,16,9
25,14.5,13.25
11,21.5,24.75
23,15.5,19.75
18,12,8
14,22,23
22,16,22
17,24.5,24.25
23,25.5,25.75
10,8,10
14,17,10.5
20,20,22
20,23,14.5
20,15,12.5
24,15,18.5
19,14.5,14.25
6,5,3.5
10,10,13
29,30.5,23.25
18,11,20.5
16,24,19
14,9,16.5
8,20,23
17,20.5,24.25
19,18.5,24.25
18,20,19
12,16,16
11,12.5,18.25
29,25.5,27.75
10,7,9.5
10,11,10.5
9,13.5,20.75
22,24,17
12,9,11.5
15,16.5,19.25
19,16.5,20.25
4,14,22
23,21.5,18.75
6,8,5
8,6,13
3,16.5,11.25
4,15,18.5
6,8,15
18,21,17.5
21,26.5,23.25
19,14.5,20.25
14,9,7.5
10,20,20
9,7.5,15.75
11,17.5,20.75
14,18,17
17,13.5,11.75
5,17.5,10.75
12,10,6
24,15,16.5
9,11.5,7.75
23,25.5,19.75
2,7,12.5
18,15,13.5
21,23.5,12.75
18,15,14.5
11,7.5,18.75
26,28,25
6,10,15
17,17.5,21.75
10,21,17.5
7,11.5,16.75
16,20,11
7,12.5,16.25
9,20.5,21.25
9,20.5,21.25
9,14.5,19.25
21,19.5,10.75
14,16,12
18,11,13.5
11,10.5,20.25
7,6.5,17.25
9,11.5,9.75
12,21,14.5
14,15,19.5
23,18.5,22.25
19,22.5,22.25
25,16.5,20.25
24,20,20
7,13.5,18.75
16,18,16
7,14.5,17.25
14,12,20
23,13.5,20.75
24,22,21
19,25.5,17.75
19,12.5,17.25
16,23,23.5
20,12,8
18,14,22
21,19.5,17.75
12,11,13.5
11,11.5,8.75
9,15.5,9.75
23,21.5,12.75
14,15,21.5
5,14.5,22.25
11,7.5,4.75
16,16,12
11,20.5,25.25
16,14,16
12,9,19.5
21,24.5,23.25
23,20.5,24.25
22,13,20.5
12,21,18.5
17,13.5,13.75
24,18,22
23,25.5,16.75
8,8,13
18,20,21
16,15,17.5
23,22.5,19.25
14,10,17
4,4,12
17,17.5,21.75
15,18.5,14.25
14,10,7
24,24,26
16,16,20
9,7.5,10.75
12,22,15
18,21,23.5
14,12,11
12,17,23.5
8,7,17.5
16,15,16.5
8,19,13.5
9,15.5,8.75
13,13.5,10.75
19,11.5,12.75
29,18.5,19.25
2,7,10.5
21,19.5,21.75
8,15,19.5
4,4,10
22,23,18.5
12,10,13
21,20.5,17.25
5,8.5,13.25
15,17.5,23.75
21,16.5,22.25
16,15,21.5
6,15,18.5
17,16.5,11.25
16,22,13
7,12.5,14.25
12,13,12.5
21,15.5,20.75
18,11,18.5
29,25.5,27.75
15,9.5,15.75
19,18.5,10.25
8,20,23
19,21.5,12.75
13,10.5,6.25
18,17,12.5
18,25,27.5
22,15,11.5
11,13.5,11.75
17,21.5,16.75
5,7.5,9.75
5,11.5,20.75
17,16.5,23.25
13,21.5,24.75
24,26,19
19,17.5,20.75
17,22.5,15.25
24,25,26.5
10,10,20
13,12.5,17.25
24,24,19
11,12.5,9.25
19,25.5,25.75
17,13.5,8.75
16,15,12.5
15,16.5,10.25
6,15,11.5
14,10,18
20,22,12
17,22.5,26.25
25,19.5,20.75
8,12,10
9,20.5,22.25
14,13,12.5
14,9,5.5
23,17.5,13.75
19,25.5,27.75
12,14,11
25,15.5,21.75
15,12.5,8.25
22,26,16
15,15.5,17.75
9,10.5,8.25
9,15.5,18.75
21,12.5,7.25
18,23,19.5
11,13.5,11.75
22,20,23
15,14.5,14.25
14,11,20.5
22,16,13
28,29,17.5
19,19.5,18.75
18,25,23.5
22,24,25
12,12,15
9,8.5,10.25
16,20,25
16,10,19
17,22.5,24.25
22,27,15.5
28,16,20
13,13.5,10.75
18,25,18.5
15,13.5,9.75
14,22,16
17,22.5,25.25
7,14.5,11.25
22,26,19
16,12,20
22,15,15.5
14,20,19
6,10,10
25,26.5,24.25
15,20.5,11.25
16,18,12
12,12,18
16,14,12
29,28.5,21.25
23,17.5,10.75
8,17,17.5
13,21.5,18.75
12,18,23
14,13,11.5
17,20.5,20.25
21,24.5,21.25
18,17,17.5
19,23.5,21.75
15,21.5,23.75
20,25,23.5
17,22.5,24.25
15,15.5,17.75
21,23.5,15.75
26,18,21
7,6.5,15.25
15,11.5,17.75
27,28.5,18.25
12,12,18
11,9.5,10.75
19,17.5,17.75
16,22,14
18,15,19.5
7,13.5,19.75
6,15,15.5
8,8,8
18,15,22.5
16,16,22
12,10,9
16,14,10
10,7,6.5
15,21.5,11.75
3,7.5,12.75
17,13.5,16.75
18,20,21
9,10.5,7.25
10,10,20
22,13,16.5
17,22.5,17.25
22,19,13.5
13,17.5,10.75
19,12.5,20.25
18,16,21
22,24,19
16,23,21.5
8,16,13
23,26.5,25.25
28,26,22
19,19.5,15.75
19,21.5,17.75
8,6,11
16,13,9.5
19,20.5,14.25
23,26.5,14.25
10,13,8.5
11,16.5,12.25
12,13,7.5
8,9,7.5
25,17.5,15.75
10,9,10.5
15,9.5,14.75
14,23,21.5
9,11.5,10.75
23,16.5,15.25
18,13,8.5
22,21,21.5
7,8.5,15.25
12,21,14.5
15,20.5,25.25
23,26.5,22.25
4,17,11.5
14,9,17.5
13,11.5,9.75
12,14,19
12,15,10.5
16,18,23
14,10,12
9,15.5,11.75
18,16,12
19,12.5,8.25
14,16,23
18,15,21.5
13,14.5,12.25
6,13,9.5
12,18,16
18,12,19
14,21,11.5
29,16.5,23.25
16,11,16.5
5,9.5,18.75
6,10,13
15,13.5,19.75
25,20.5,11.25
20,21,17.5
22,15,9.5
12,14,14
19,11.5,6.75
21,19.5,14.75
16,14,21
22,19,17.5
19,22.5,19.25
14,16,21
16,21,20.5
23,26.5,15.25
21,14.5,14.25
19,12.5,7.25
16,23,22.5
22,26,17
25,26.5,24.25
12,19,16.5
13,12.5,21.25
7,7.5,12.75
17,24.5,22.25
15,10.5,20.25
30,25,20.5
13,13.5,19.75
12,20,14
23,13.5,10.75
17,11.5,6.75
20,12,9
18,25,27.5
24,26,28
22,18,21
28,22,19
17,18.5,24.25
19,23.5,23.75
8,17,18.5
3,16.5,16.25
22,26,19
10,11,17.5
9,18.5,17.25
11,7.5,15.75
13,14.5,17.25
17,16.5,9.25
26,26,16
24,18,20
17,22.5,13.25
8,10,20
20,26,23
28,20,20
10,17,14.5
20,13,16.5
4,15,16.5
19,16.5,23.25
7,5.5,9.75
11,10.5,16.25
26,21,24.5
16,19,19.5
16,17,19.5
7,7.5,7.75
20,18,16
11,21.5,22.75
28,27,15.5
22,18,17
27,18.5,22.25
25,27.5,26.75
11,10.5,15.25
19,15.5,17.75
7,13.5,12.75
29,26.5,20.25
22,25,19.5
20,19,22.5
4,16,17
25,27.5,22.75
14,18,17
15,14.5,12.25
11,10.5,6.25
22,15,19.5
10,20,15
20,14,10
14,12,9
13,12.5,19.25
20,16,17
17,10.5,20.25
23,13.5,9.75
27,26.5,21.25
22,23,13.5
13,12.5,18.25
13,14.5,16.25
14,10,12
15,12.5,10.25
